2024-01-30 13:15:52-log: [Package] menu@1.0.0 enable
2024-01-30 13:15:52-log: [Package] profile@1.0.0 enable
2024-01-30 13:15:52-log: [Package] project@1.0.1 enable
2024-01-30 13:15:52-log: [Package] messages@1.0.0 enable
2024-01-30 13:15:52-log: [Package] program@1.0.0 enable
2024-01-30 13:15:52-log: [Package] device@1.0.1 enable
2024-01-30 13:15:52-log: [Package] ui-kit@1.0.1 enable
2024-01-30 13:15:52-log: [Package] tester@1.0.0 enable
2024-01-30 13:15:52-log: [Package] preferences@1.0.0 enable
2024-01-30 13:15:52-log: Setup mods mgr.: 269.125ms
2024-01-30 13:15:52-log: Profile changed: engine (modules.includeModules: 2d,3d,audio,base,dragon-bones,gfx-webgl,gfx-webgl2,marionette,particle,physics-cannon,primitive,profiler,spine,terrain,tiled-map,tween,ui,webview)
2024-01-30 13:15:52-log: [Package] engine@1.0.5 enable
2024-01-30 13:15:55-log: [Package] programming@1.0.0 enable
2024-01-30 13:15:55-log: [Package] engine-extends@1.0.0 enable
2024-01-30 13:15:55-log: [Package] asset-db@1.0.0 enable
2024-01-30 13:15:55-log: [Package] console@1.0.0 enable
2024-01-30 13:15:55-log: [Package] scene@1.0.0 enable
2024-01-30 13:15:55-log: [Package] utils@1.0.0 enable
2024-01-30 13:15:55-log: [Package] assets@1.0.0 enable
2024-01-30 13:15:55-log: [Package] inspector@1.0.0 enable
2024-01-30 13:15:55-log: [Package] hierarchy@1.0.0 enable
2024-01-30 13:15:57-log: [Package] preview@1.0.1 enable
2024-01-30 13:15:57-log: [Package] animator@1.0.0 enable
2024-01-30 13:15:58-log: [Package] builder@1.3.1 enable
2024-01-30 13:15:58-log: [Package] node-library@1.0.0 enable
2024-01-30 13:15:58-log: [Package] shortcuts@1.0.1 enable
2024-01-30 13:15:58-log: [Package] package-asset@1.0.0 enable
2024-01-30 13:15:58-log: [Package] reference-image@1.0.0 enable
2024-01-30 13:15:58-log: [Package] animation-graph@1.0.0 enable
2024-01-30 13:15:58-log: [Package] channel-upload-tools@1.0.0 enable
2024-01-30 13:15:58-log: [Package] runtime-dev-tools@1.0.0 enable
2024-01-30 13:15:58-log: [Package] lightmap@1.0.4 enable
2024-01-30 13:15:58-log: [Package] alipay-mini-game@1.0.0 enable
2024-01-30 13:15:58-log: [Package] android@1.0.0 enable
2024-01-30 13:15:58-log: [Package] baidu-mini-game@1.0.0 enable
2024-01-30 13:15:58-log: [Package] bytedance-mini-game@1.0.1 enable
2024-01-30 13:15:58-log: [Package] huawei-agc@1.0.0 enable
2024-01-30 13:15:58-log: [Package] ios@1.0.0 enable
2024-01-30 13:15:58-log: [Package] ios-app-clip@1.0.0 enable
2024-01-30 13:15:59-log: [Package] mac@1.0.0 enable
2024-01-30 13:15:59-log: [Package] native@1.0.0 enable
2024-01-30 13:15:59-log: [Package] ohos@1.0.0 enable
2024-01-30 13:15:59-log: [Package] web-desktop@1.0.0 enable
2024-01-30 13:15:59-log: [Package] web-mobile@1.0.0 enable
2024-01-30 13:15:59-log: [Package] wechatgame@1.0.1 enable
2024-01-30 13:15:59-log: [Package] windows@1.0.0 enable
2024-01-30 13:15:59-log: [Package] xiaomi-quick-game@1.0.0 enable
2024-01-30 13:15:59-log: [Package] cocos-play@1.0.0 enable
2024-01-30 13:15:59-log: [Package] huawei-quick-game@1.0.0 enable
2024-01-30 13:15:59-log: [Package] link-sure@1.0.0 enable
2024-01-30 13:15:59-log: [Package] oppo-mini-game@1.0.0 enable
2024-01-30 13:15:59-log: [Package] qtt@1.0.0 enable
2024-01-30 13:15:59-log: [Package] vivo-mini-game@1.0.0 enable
2024-01-30 13:15:59-log: [Package] cocos-service@3.0.7 enable
2024-01-30 13:15:59-log: [Package] importer@1.0.0 enable
2024-01-30 13:16:00-log: [Package] extension@3.0.15 enable
2024-01-30 13:16:00-log: [Im-plugin] Check im-plugin version.
2024-01-30 13:16:00-log: [Package] im-plugin@3.0.8 enable
2024-01-30 13:16:00-log: [Package] super-html@1.1.3 enable
2024-01-30 13:16:00-warn: Browserslist: caniuse-lite is outdated. Please run:
npx browserslist@latest --update-db

Why you should do it regularly:
https://github.com/browserslist/browserslist#browsers-data-updating
2024-01-30 13:16:01-log: [Scene] Cocos Creator v3.4.2
2024-01-30 13:16:02-log: [Im-plugin] No online info of im-plugin.
2024-01-30 13:16:04-info: [Scene] Forward render pipeline initialized.
2024-01-30 13:16:26-log: [Scene] Spine: Animation not found: <None>
2024-01-30 13:16:26-log: [Scene] Spine: Animation not found: <None>
2024-01-30 13:16:26-log: [Scene] Spine: Animation not found: <None>
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand/left finger6".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand/left finger6".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand/left finger6".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand/left finger6/left finger7".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand/left finger6/left finger7".
2024-01-30 13:47:12-warn: [Scene] Node "Comp" has no path "Rap/root/spine0/spine1/spine2/spine3/spine4/spine5/left arm0/left arm1/left hand/left finger6/left finger7".
